,7,ICHTHYOSIS,"Ichthyosis vulgaris is a rare inherited skin condition that is characterized by extremely dry skin (xerosis) involving most of the skin surface. Ichthyosis vulgaris produces large scales in the skin that can resemble fish scales, hence the term ichthyosis.",Fish scale disease,"Your Ichthyosis can be treated through eHeilung alone. There will be no side-effects of our treatment. Its completely harmless if taken as advised by eHeilung. Apart from the your Ichthyosis getting better, you will also see positive changes at the level of you Mind, Energy, Sleep, Sexual desire, Appetite, etc. Once the suggested remedy is taken your general condition will get better first as your self repair mechanism will start working more efficiently and then later on the particular symptoms of disease will get better. The process will start from the centre (most important) to the periphery (least important). Please see our explanatory videos to understand more.",Curable,Get Remedy,"Generally it takes about half the time for a condition to be cured from the time it has started. So the earlier the better. For e.g: if you are suffering from Ichthyosis for 3 years, it may take you 1 yr and 6 months to get better. Having said that you should experiencesigns of bettermentat the mental and physical level in the first 100 days. Individual results will vary. Some constitutions get better faster than others. This depends on your genetic make up. The result will also depend on the accuracy of the inputs given by you to eHeilung or to a doctor so please make sure you are really honest with your inputs. In case you have a confusion regarding any particular input please do consult your existing physician or one of our experts.",4/5 in first 3 years. Individual results may vary.,Integumentary,Skin,Dermis,Ectoderm,Psora or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure,1
,7,ICHTHYOSIS,"Ichthyosis vulgaris is a rare inherited skin condition that is characterized by extremely dry skin (xerosis) involving most of the skin surface. Ichthyosis vulgaris produces large scales in the skin that can resemble fish scales, hence the term ichthyosis.",fish skin disease,"Your Ichthyosis can be treated through eHeilung alone. There will be no side-effects of our treatment. Its completely harmless if taken as advised by eHeilung. Apart from the your Ichthyosis getting better, you will also see positive changes at the level of you Mind, Energy, Sleep, Sexual desire, Appetite, etc. Once the suggested remedy is taken your general condition will get better first as your self repair mechanism will start working more efficiently and then later on the particular symptoms of disease will get better. The process will start from the centre (most important) to the periphery (least important). Please see our explanatory videos to understand more.",Curable,Get Remedy,"Generally it takes about half the time for a condition to be cured from the time it has started. So the earlier the better. For e.g: if you are suffering from Ichthyosis for 3 years, it may take you 1 yr and 6 months to get better. Having said that you should experiencesigns of bettermentat the mental and physical level in the first 100 days. Individual results will vary. Some constitutions get better faster than others. This depends on your genetic make up. The result will also depend on the accuracy of the inputs given by you to eHeilung or to a doctor so please make sure you are really honest with your inputs. In case you have a confusion regarding any particular input please do consult your existing physician or one of our experts.",4/5 in first 3 years. Individual results may vary.,Integumentary,Skin,Dermis,Ectoderm,Psora or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure,1
,8,KERATOSIS PILARIS,"Keratosis pilaris appears as small bumps, usually on the upper arms and thighs. The harmless condition is caused by a buildup of the protein keratin that can plug hair follicles. It may worsen during pregnancy, after childbirth, or during the dry winter months.",Follicular keratosis,Keratosis if definitely a curable condition in you. We recommend that you should not use eHeilung to get this condition solved. In this case it would be best to consult one of our chosen experts as a lot of involvement from a doctor will be needed to make sure that cure is established. Please see our explanatory videos to understand more.,Curable,Consult a doctor,"Generally it takes about half the time for a condition to be cured from the time it has started. So the earlier the better. For e.g: if you are suffering from Keratosis for 3 years, it may take you 1 yr and 6 months to get better. Having said that you should experiencesigns of bettermentat the mental and physical level in the first 100 days. Individual results will vary. Some constitutions get better faster than others. This depends on your genetic make up. The result will also depend on the accuracy of the inputs given by you to eHeilung or to a doctor so please make sure you are really honest with your inputs. In case you have a confusion regarding any particular input please do consult your existing physician or one of our experts.",3.5/5 in first 3 years. Individual results may vary.,Integumentary,Skin,Dermis,Ectoderm,Psora or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure,1
,8,KERATOSIS PILARIS,"Keratosis pilaris appears as small bumps, usually on the upper arms and thighs. The harmless condition is caused by a buildup of the protein keratin that can plug hair follicles. It may worsen during pregnancy, after childbirth, or during the dry winter months.",Lichen pilaris,Keratosis if definitely a curable condition in you. We recommend that you should not use eHeilung to get this condition solved. In this case it would be best to consult one of our chosen experts as a lot of involvement from a doctor will be needed to make sure that cure is established. Please see our explanatory videos to understand more.,Curable,Consult a doctor,"Generally it takes about half the time for a condition to be cured from the time it has started. So the earlier the better. For e.g: if you are suffering from Keratosis for 3 years, it may take you 1 yr and 6 months to get better. Having said that you should experiencesigns of bettermentat the mental and physical level in the first 100 days. Individual results will vary. Some constitutions get better faster than others. This depends on your genetic make up. The result will also depend on the accuracy of the inputs given by you to eHeilung or to a doctor so please make sure you are really honest with your inputs. In case you have a confusion regarding any particular input please do consult your existing physician or one of our experts.",3.5/5 in first 3 years. Individual results may vary.,Integumentary,Skin,Dermis,Ectoderm,Psora or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure,1
,8,KERATOSIS PILARIS,"Keratosis pilaris appears as small bumps, usually on the upper arms and thighs. The harmless condition is caused by a buildup of the protein keratin that can plug hair follicles. It may worsen during pregnancy, after childbirth, or during the dry winter months.",GooseBumps,Keratosis if definitely a curable condition in you. We recommend that you should not use eHeilung to get this condition solved. In this case it would be best to consult one of our chosen experts as a lot of involvement from a doctor will be needed to make sure that cure is established. Please see our explanatory videos to understand more.,Curable,Consult a doctor,"Generally it takes about half the time for a condition to be cured from the time it has started. So the earlier the better. For e.g: if you are suffering from Keratosis for 3 years, it may take you 1 yr and 6 months to get better. Having said that you should experiencesigns of bettermentat the mental and physical level in the first 100 days. Individual results will vary. Some constitutions get better faster than others. This depends on your genetic make up. The result will also depend on the accuracy of the inputs given by you to eHeilung or to a doctor so please make sure you are really honest with your inputs. In case you have a confusion regarding any particular input please do consult your existing physician or one of our experts.",3.5/5 in first 3 years. Individual results may vary.,Integumentary,Skin,Dermis,Ectoderm,Psora or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure,1
,8,KERATOSIS PILARIS,"Keratosis pilaris appears as small bumps, usually on the upper arms and thighs. The harmless condition is caused by a buildup of the protein keratin that can plug hair follicles. It may worsen during pregnancy, after childbirth, or during the dry winter months.",Gooseflesh,Keratosis if definitely a curable condition in you. We recommend that you should not use eHeilung to get this condition solved. In this case it would be best to consult one of our chosen experts as a lot of involvement from a doctor will be needed to make sure that cure is established. Please see our explanatory videos to understand more.,Curable,Consult a doctor,"Generally it takes about half the time for a condition to be cured from the time it has started. So the earlier the better. For e.g: if you are suffering from Keratosis for 3 years, it may take you 1 yr and 6 months to get better. Having said that you should experiencesigns of bettermentat the mental and physical level in the first 100 days. Individual results will vary. Some constitutions get better faster than others. This depends on your genetic make up. The result will also depend on the accuracy of the inputs given by you to eHeilung or to a doctor so please make sure you are really honest with your inputs. In case you have a confusion regarding any particular input please do consult your existing physician or one of our experts.",3.5/5 in first 3 years. Individual results may vary.,Integumentary,Skin,Dermis,Ectoderm,Psora or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure,1
,8,KERATOSIS PILARIS,"Keratosis pilaris appears as small bumps, usually on the upper arms and thighs. The harmless condition is caused by a buildup of the protein keratin that can plug hair follicles. It may worsen during pregnancy, after childbirth, or during the dry winter months.",Chicken skin,Keratosis if definitely a curable condition in you. We recommend that you should not use eHeilung to get this condition solved. In this case it would be best to consult one of our chosen experts as a lot of involvement from a doctor will be needed to make sure that cure is established. Please see our explanatory videos to understand more.,Curable,Consult a doctor,"Generally it takes about half the time for a condition to be cured from the time it has started. So the earlier the better. For e.g: if you are suffering from Keratosis for 3 years, it may take you 1 yr and 6 months to get better. Having said that you should experiencesigns of bettermentat the mental and physical level in the first 100 days. Individual results will vary. Some constitutions get better faster than others. This depends on your genetic make up. The result will also depend on the accuracy of the inputs given by you to eHeilung or to a doctor so please make sure you are really honest with your inputs. In case you have a confusion regarding any particular input please do consult your existing physician or one of our experts.",3.5/5 in first 3 years. Individual results may vary.,Integumentary,Skin,Dermis,Ectoderm,Psora or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure,1
,9,ROSACEA,"Rosacea is a skin disease that causes redness and pimples on your nose, cheeks, chin, and forehead. The redness may come and go. People sometimes call rosacea ""adult acne"" because it can cause outbreaks that look like acne. It can also cause burning and soreness in the eyes and eyelids",Adult acne,"Your Rosacea can be treated through eHeilung alone. There will be no side-effects of our treatment. Its completely harmless if taken as advised by eHeilung. Apart from the your Rosacea getting better, you will also see positive changes at the level of you Mind, Energy, Sleep, Sexual desire, Appetite, etc. Once the suggested remedy is taken your general condition will get better first as your self repair mechanism will start working more efficiently and then later on the particular symptoms of disease will get better. The process will start from the centre (most important) to the periphery (least important). Please see our explanatory videos to understand more.",Curable,Get Remedy,"Generally it takes about half the time for a condition to be cured from the time it has started. So the earlier the better. For e.g: if you are suffering from Rosacea for 3 years, it may take you 1 yr and 6 months to get better. Having said that you should experiencesigns of bettermentat the mental and physical level in the first 100 days. Individual results will vary. Some constitutions get better faster than others. This depends on your genetic make up. The result will also depend on the accuracy of the inputs given by you to eHeilung or to a doctor so please make sure you are really honest with your inputs. In case you have a confusion regarding any particular input please do consult your existing physician or one of our experts.",4/5 in first 3 years. Individual results may vary.,Integumentary,Skin,Dermis,Ectoderm,Psora or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure,1
,9,ROSACEA,"Rosacea is a skin disease that causes redness and pimples on your nose, cheeks, chin, and forehead. The redness may come and go. People sometimes call rosacea ""adult acne"" because it can cause outbreaks that look like acne. It can also cause burning and soreness in the eyes and eyelids",Rhinophyma,"Your Rosacea can be treated through eHeilung alone. There will be no side-effects of our treatment. Its completely harmless if taken as advised by eHeilung. Apart from the your Rosacea getting better, you will also see positive changes at the level of you Mind, Energy, Sleep, Sexual desire, Appetite, etc. Once the suggested remedy is taken your general condition will get better first as your self repair mechanism will start working more efficiently and then later on the particular symptoms of disease will get better. The process will start from the centre (most important) to the periphery (least important). Please see our explanatory videos to understand more.",Curable,Get Remedy,"Generally it takes about half the time for a condition to be cured from the time it has started. So the earlier the better. For e.g: if you are suffering from Rosacea for 3 years, it may take you 1 yr and 6 months to get better. Having said that you should experiencesigns of bettermentat the mental and physical level in the first 100 days. Individual results will vary. Some constitutions get better faster than others. This depends on your genetic make up. The result will also depend on the accuracy of the inputs given by you to eHeilung or to a doctor so please make sure you are really honest with your inputs. In case you have a confusion regarding any particular input please do consult your existing physician or one of our experts.",4/5 in first 3 years. Individual results may vary.,Integumentary,Skin,Dermis,Ectoderm,Psora or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure,1
,10,SHINGLES,"Shingles (herpes zoster) are an outbreak of rash or blisters on the skin that is caused by the same virus that causes chicken pox - the varicella-zoster virus. The first sign of shingles is often burning or tingling pain, or sometimes numbness, in or under the skin.",Herpes zoster,"Your Shingles can be treated through eHeilung alone. There will be no side-effects of our treatment. Its completely harmless if taken as advised by eHeilung. Apart from the your Shingles getting better, you will also see positive changes at the level of you Mind, Energy, Sleep, Sexual desire, Appetite, etc. Once the suggested remedy is taken your general condition will get better first as your self repair mechanism will start working more efficiently and then later on the particular symptoms of disease will get better. The process will start from the centre (most important) to the periphery (least important). Please see our explanatory videos to understand more.",Curable,Get Remedy,"Generally it takes about half the time for a condition to be cured from the time it has started. So the earlier the better. For e.g: if you are suffering from Shingles for 3 years, it may take you 1 yr and 6 months to get better. Having said that you should experiencesigns of bettermentat the mental and physical level in the first 100 days. Individual results will vary. Some constitutions get better faster than others. This depends on your genetic make up. The result will also depend on the accuracy of the inputs given by you to eHeilung or to a doctor so please make sure you are really honest with your inputs. In case you have a confusion regarding any particular input please do consult your existing physician or one of our experts.",4/5 in first 3 years. Individual results may vary.,Integumentary,Skin,Dermis,Ectoderm,Psora or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure,1
,10,SHINGLES,"Shingles (herpes zoster) are an outbreak of rash or blisters on the skin that is caused by the same virus that causes chicken pox - the varicella-zoster virus. The first sign of shingles is often burning or tingling pain, or sometimes numbness, in or under the skin.",Herpes,"Your Shingles can be treated through eHeilung alone. There will be no side-effects of our treatment. Its completely harmless if taken as advised by eHeilung. Apart from the your Shingles getting better, you will also see positive changes at the level of you Mind, Energy, Sleep, Sexual desire, Appetite, etc. Once the suggested remedy is taken your general condition will get better first as your self repair mechanism will start working more efficiently and then later on the particular symptoms of disease will get better. The process will start from the centre (most important) to the periphery (least important). Please see our explanatory videos to understand more.",Curable,Get Remedy,"Generally it takes about half the time for a condition to be cured from the time it has started. So the earlier the better. For e.g: if you are suffering from Shingles for 3 years, it may take you 1 yr and 6 months to get better. Having said that you should experiencesigns of bettermentat the mental and physical level in the first 100 days. Individual results will vary. Some constitutions get better faster than others. This depends on your genetic make up. The result will also depend on the accuracy of the inputs given by you to eHeilung or to a doctor so please make sure you are really honest with your inputs. In case you have a confusion regarding any particular input please do consult your existing physician or one of our experts.",4/5 in first 3 years. Individual results may vary.,Integumentary,Skin,Dermis,Ectoderm,Psora or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure or Functional disturbance only limited to altered sensations like pain from inflammation or increased sensitivity without any permanent alterations in the structure,1
